from,starting label,QID,label,depth,target
Q17277888,Gottlieb Friedrich Reber,Q33231,photographer,4,0
Q160236,Metropolitan Museum of Art,Q33231,photographer,3,0
Q5147536,Josef Feinhals,Q33231,photographer,2,0
Q74128,Alfred Flechtheim,Q33231,photographer,5,0
Q1634926,Hugo Cassirer,Q4964182,philosopher,5,0
Q160236,Metropolitan Museum of Art,Q4964182,philosopher,3,0
Q160236,Metropolitan Museum of Art,Q2735601,Philippine Élisabeth d'Orléans,5,0
Q160236,Metropolitan Museum of Art,Q2087497,Philippe-Paul de Ségur,5,0
Q160236,Metropolitan Museum of Art,Q155596,"Philippe, Duke of Orléans, Regent of France",4,0
Q160236,Metropolitan Museum of Art,Q296555,"Philippe, Duke of Orléans",5,0
Q160236,Metropolitan Museum of Art,Q76328871,Philipp Wilhelm Graf von Thurn und Taxis,5,0
Q160236,Metropolitan Museum of Art,Q75286670,Philipp von Habsburg,5,0
Q160236,Metropolitan Museum of Art,Q91763,Philipp of Bavaria,5,0
Q160236,Metropolitan Museum of Art,Q67198,"Philip William August, Count Palatine of Neuburg",3,0
Q160236,Metropolitan Museum of Art,Q60514,"Philip William, Elector Palatine",2,0
Q160236,Metropolitan Museum of Art,Q170467,Philip V of Spain,5,0
Q160236,Metropolitan Museum of Art,Q1115886,Philip Schuyler,4,0
Q160236,Metropolitan Museum of Art,Q690276,"Philip Prospero, Prince of Asturias",5,0
Q160236,Metropolitan Museum of Art,Q62885,"Philip Louis, Count Palatine of Neuburg",2,0
Q160236,Metropolitan Museum of Art,Q7183964,Philip Lehman,3,1
Q160236,Metropolitan Museum of Art,Q774992,Philip Jeremiah Schuyler,5,0
Q160236,Metropolitan Museum of Art,Q691402,Philip IV of Spain,4,0
Q160236,Metropolitan Museum of Art,Q34464,Philip III of Spain,4,0
Q160236,Metropolitan Museum of Art,Q34417,Philip II of Spain,4,0
Q160236,Metropolitan Museum of Art,Q157098,Philip I of Castile,5,0
Q160236,Metropolitan Museum of Art,Q169319,Philip I,5,0
Q160236,Metropolitan Museum of Art,Q22088567,Philip Hamilton,3,0
Q160236,Metropolitan Museum of Art,Q28124142,Philip Hamilton,3,0
Q160236,Metropolitan Museum of Art,Q75385969,Philip Green,5,0
Q160236,Metropolitan Museum of Art,Q39074069,Philip George Schuyler,5,0
Q160236,Metropolitan Museum of Art,Q2086712,Philip Florinus of Sulzbach,4,0
Q160236,Metropolitan Museum of Art,Q75286698,Philip August von Habsburg,5,0
Q1634926,Hugo Cassirer,Q12362622,philanthropist,4,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q12362622,philanthropist,2,0
Q17277888,Gottlieb Friedrich Reber,Q12362622,philanthropist,3,0
Q55680361,Oskar Reichel,Q12362622,philanthropist,5,0
Q160236,Metropolitan Museum of Art,Q12362622,philanthropist,3,0
Q214867,National Gallery of Art,Q12362622,philanthropist,3,0
Q74128,Alfred Flechtheim,Q12362622,philanthropist,3,0
Q657415,Cleveland Museum of Art,Q12362622,philanthropist,5,0
Q29441758,Margarete Mauthner,Q510324,Philadelphia Museum of Art,4,1
Q160236,Metropolitan Museum of Art,Q510324,Philadelphia Museum of Art,4,1
Q160236,Metropolitan Museum of Art,Q19906011,Peasant Woman Cooking by a Fireplace,1,0
Q214867,National Gallery of Art,Q19906011,Peasant Woman Cooking by a Fireplace,3,0
Q74128,Alfred Flechtheim,Q16917809,Pear Tree,5,1
Q160236,Metropolitan Museum of Art,Q560643,Paul Rosenberg,4,1
Q214867,National Gallery of Art,Q560643,Paul Rosenberg,4,1
Q867510,Cypresses,Q108837588,Paul Lindemann,5,1
Q5147536,Josef Feinhals,Q108837588,Paul Lindemann,2,1
Q1634926,Hugo Cassirer,Q78060740,Paul Cassirer Gallery,3,1
Q21948567,Sunflowers,Q78060740,Paul Cassirer Gallery,5,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q78060740,Paul Cassirer Gallery,5,1
Q17277888,Gottlieb Friedrich Reber,Q78060740,Paul Cassirer Gallery,4,1
Q29441758,Margarete Mauthner,Q78060740,Paul Cassirer Gallery,5,1
Q160236,Metropolitan Museum of Art,Q78060740,Paul Cassirer Gallery,3,1
Q74128,Alfred Flechtheim,Q15472169,patron of the arts,5,1
Q324935,Ferenc Hatvany,Q1028181,painter,1,0
Q55680361,Oskar Reichel,Q2498180,Orthodox Encyclopedia,5,0
Q160236,Metropolitan Museum of Art,Q66663817,Online Biographical Dictionary of the Woman Suffrage Movement in the United States,3,0
Q74128,Alfred Flechtheim,Q21888081,Old man with a beard and beret,5,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q1752085,Norton Simon Museum,5,1
Q74128,Alfred Flechtheim,Q1752085,Norton Simon Museum,4,1
Q55680361,Oskar Reichel,Q5460604,Wikipedia:List of articles all languages should have,5,0
Q55680361,Oskar Reichel,Q76513716,Nierendorf Gallery,2,1
Q74128,Alfred Flechtheim,Q1029706,New International Encyclopedia,5,0
Q74128,Alfred Flechtheim,Q19190511,New Encyclopedic Dictionary,5,0
Q17277888,Gottlieb Friedrich Reber,Q328376,Nazi plunder,5,1
Q55680361,Oskar Reichel,Q328376,Nazi plunder,5,1
Q160236,Metropolitan Museum of Art,Q328376,Nazi plunder,5,1
Q74128,Alfred Flechtheim,Q328376,Nazi plunder,5,1
Q17277888,Gottlieb Friedrich Reber,Q7319,Nazi Era,5,1
Q55680361,Oskar Reichel,Q7319,Nazi Era,5,1
Q74128,Alfred Flechtheim,Q7319,Nazi Era,5,1
Q160236,Metropolitan Museum of Art,Q98280619,"Nazi Art Theft: Pissarro's “Le Quai Malaquais, Printemps”",5,1
Q1634926,Hugo Cassirer,Q7320,Nazi Party,4,1
Q17277888,Gottlieb Friedrich Reber,Q7320,Nazi Party,5,1
Q160236,Metropolitan Museum of Art,Q7320,Nazi Party,4,1
Q160236,Metropolitan Museum of Art,Q214867,National Gallery of Art,4,1
Q160236,Metropolitan Museum of Art,Q511,Museum of Fine Arts of Lyon,4,1
Q1634926,Hugo Cassirer,Q1565911,"Museum of Fine Arts, Houston",5,1
Q867510,Cypresses,Q1565911,"Museum of Fine Arts, Houston",3,1
Q104530765,Hugo Nathan,Q1565911,"Museum of Fine Arts, Houston",4,1
Q26221201,Two Diggers among Trees,Q1565911,"Museum of Fine Arts, Houston",5,1
Q21948567,Sunflowers,Q49133,Museum of Fine Arts Boston,4,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q49133,Museum of Fine Arts Boston,4,1
Q3783572,Harvard Art Museums,Q1420782,Museum of Comparative Zoology,2,0
Q1634926,Hugo Cassirer,Q125634,Museum Folkwang,4,1
Q17277888,Gottlieb Friedrich Reber,Q125634,Museum Folkwang,5,1
Q160236,Metropolitan Museum of Art,Q125634,Museum Folkwang,4,1
Q324935,Ferenc Hatvany,Q69860245,Mór Lipót Herzog,2,1
Q324935,Ferenc Hatvany,Q189290,military officer,3,1
Q156426,Alexej von Jawlensky,Q106727050,Metropolitan Museum of Art Tagging Vocabulary,3,0
Q1634926,Hugo Cassirer,Q160236,Metropolitan Museum of Art,4,1
Q17277888,Gottlieb Friedrich Reber,Q160236,Metropolitan Museum of Art,5,1
Q214867,National Gallery of Art,Q160236,Metropolitan Museum of Art,4,1
Q74128,Alfred Flechtheim,Q105758538,Met x Wikipedia Virtual Edit Meet-up: Women's History Month,4,0
Q74128,Alfred Flechtheim,Q51626,Messiah,5,1
Q55680361,Oskar Reichel,Q215536,merchant,5,0
Q74128,Alfred Flechtheim,Q99413897,Medvik,5,0
Q74128,Alfred Flechtheim,Q108580850,Max Kofler,2,1
Q74128,Alfred Flechtheim,Q109227939,Martha Suermondt,2,1
Q867510,Cypresses,Q6762972,Marie Norton Harriman,5,1
Q160236,Metropolitan Museum of Art,Q159660,"Maria of Austria, Holy Roman Empress",4,0
Q74128,Alfred Flechtheim,Q76371784,Margit Bornemisza,5,1
Q324935,Ferenc Hatvany,Q587955,Marcell Nemes,2,1
Q160236,Metropolitan Museum of Art,Q12713481,laborer,5,0
Q867510,Cypresses,Q78684258,Mandolin and Vase of Flowers,4,1
Q104530765,Hugo Nathan,Q78684258,Mandolin and Vase of Flowers,5,1
Q17277888,Gottlieb Friedrich Reber,Q78684258,Mandolin and Vase of Flowers,3,1
Q160236,Metropolitan Museum of Art,Q78684258,Mandolin and Vase of Flowers,4,1
Q17277888,Gottlieb Friedrich Reber,Q20540932,Mandolin and Fruit Dish,1,1
Q214867,National Gallery of Art,Q20540932,Mandolin and Fruit Dish,5,1
Q74128,Alfred Flechtheim,Q51722332,Magdalena Haberstock,5,1
Q74128,Alfred Flechtheim,Q10288073,M. Knoedler & Co.,4,1
Q55680361,Oskar Reichel,Q1871838,Louis M. Rabinowitz,4,1
Q160236,Metropolitan Museum of Art,Q110356591,Lore Heinemann,5,1
Q5147536,Josef Feinhals,Q108841562,Lindemann House,3,1
Q160236,Metropolitan Museum of Art,Q28860117,Levy-Hermanos,2,0
Q214867,National Gallery of Art,Q28860117,Levy-Hermanos,4,0
Q160236,Metropolitan Museum of Art,Q150494,"Leopold I, Holy Roman Emperor",4,0
Q74128,Alfred Flechtheim,Q47153187,Leonard C. Hanna Jr.,2,1
Q104530765,Hugo Nathan,Q18347243,Lefevre Gallery,4,1
Q160236,Metropolitan Museum of Art,Q18347243,Lefevre Gallery,5,1
Q55680361,Oskar Reichel,Q20087533,Le Fumeur,5,1
Q74128,Alfred Flechtheim,Q20087533,Le Fumeur,5,1
Q160236,Metropolitan Museum of Art,Q95569,Kunsthistorisches Museum,4,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q6419949,Klaus Perls,3,1
Q74128,Alfred Flechtheim,Q6419949,Klaus Perls,2,1
Q55680361,Oskar Reichel,Q55845255,Karl Nierendorf,3,1
Q74128,Alfred Flechtheim,Q74432,Karl Ernst Osthaus,2,1
Q55680361,Oskar Reichel,Q60010460,Kahnweiler gallery,4,1
Q74128,Alfred Flechtheim,Q60010460,Kahnweiler gallery,2,1
Q74128,Alfred Flechtheim,Q47530987,Julius Böhler Jr.,5,1
Q74128,Alfred Flechtheim,Q47531053,Julius Böhler AG,4,1
Q55680361,Oskar Reichel,Q1930187,journalist,5,0
Q55680361,Oskar Reichel,Q855,Joseph Stalin,5,0
Q74128,Alfred Flechtheim,Q855,Joseph Stalin,5,0
Q74128,Alfred Flechtheim,Q2554450,Johanna van Gogh-Bonger,2,1
Q74128,Alfred Flechtheim,Q2208214,Johan Cohen Gosschalk,3,1
Q17277888,Gottlieb Friedrich Reber,Q104820943,Jewish Collectors and Art Dealers (Victims of Nazi persecution and expropriation),4,1
Q55680361,Oskar Reichel,Q104820943,Jewish Collectors and Art Dealers (Victims of Nazi persecution and expropriation),4,1
Q160236,Metropolitan Museum of Art,Q104820943,Jewish Collectors and Art Dealers (Victims of Nazi persecution and expropriation),5,1
Q74128,Alfred Flechtheim,Q104820943,Jewish Collectors and Art Dealers (Victims of Nazi persecution and expropriation),4,1
Q55680361,Oskar Reichel,Q689638,Jean-Marie Loret,5,0
Q1634926,Hugo Cassirer,Q3067376,Jacques Seligmann & Company,5,1
Q104530765,Hugo Nathan,Q3067376,Jacques Seligmann & Company,4,1
Q26221201,Two Diggers among Trees,Q3067376,Jacques Seligmann & Company,5,1
Q104530765,Hugo Nathan,Q3159990,Jacques Seligmann,5,1
Q160236,Metropolitan Museum of Art,Q3159990,Jacques Seligmann,4,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q731126,J. Paul Getty Museum,3,1
Q74128,Alfred Flechtheim,Q731126,J. Paul Getty Museum,2,1
Q1634926,Hugo Cassirer,Q28848149,J. K. Thannhauser Art Gallery,4,1
Q867510,Cypresses,Q28848149,J. K. Thannhauser Art Gallery,2,1
Q104530765,Hugo Nathan,Q28848149,J. K. Thannhauser Art Gallery,3,1
Q29441758,Margarete Mauthner,Q28848149,J. K. Thannhauser Art Gallery,5,1
Q160236,Metropolitan Museum of Art,Q28848149,J. K. Thannhauser Art Gallery,5,1
Q26221201,Two Diggers among Trees,Q28848149,J. K. Thannhauser Art Gallery,4,1
Q74128,Alfred Flechtheim,Q4008950,Vase with Irises,3,1
Q55680361,Oskar Reichel,Q15924224,internist,1,0
Q55680361,Oskar Reichel,Q461,Internet Archive,5,0
Q55680361,Oskar Reichel,Q72853350,International Art,4,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q8458,human rights,4,0
Q17277888,Gottlieb Friedrich Reber,Q8458,human rights,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q5934356,Hugo Perls,4,1
Q74128,Alfred Flechtheim,Q5934356,Hugo Perls,3,1
Q214867,National Gallery of Art,Q99542700,Hôtel Valentinois,3,0
Q160236,Metropolitan Museum of Art,Q18669900,Hermann Paechter,5,1
Q1634926,Hugo Cassirer,Q65059,Hermann Josef Abs,4,1
Q17277888,Gottlieb Friedrich Reber,Q65059,Hermann Josef Abs,5,1
Q160236,Metropolitan Museum of Art,Q65059,Hermann Josef Abs,4,1
Q1634926,Hugo Cassirer,Q47906,Hermann Göring,4,1
Q17277888,Gottlieb Friedrich Reber,Q47906,Hermann Göring,1,1
Q160236,Metropolitan Museum of Art,Q47906,Hermann Göring,4,1
Q214867,National Gallery of Art,Q47906,Hermann Göring,3,1
Q657415,Cleveland Museum of Art,Q47906,Hermann Göring,5,1
Q867510,Cypresses,Q15432931,Hermann Bunjes,4,1
Q104530765,Hugo Nathan,Q15432931,Hermann Bunjes,5,1
Q160236,Metropolitan Museum of Art,Q15432931,Hermann Bunjes,4,1
Q17277888,Gottlieb Friedrich Reber,Q17421703,Henry Pearlman,4,1
Q55680361,Oskar Reichel,Q17421703,Henry Pearlman,4,1
Q74128,Alfred Flechtheim,Q17421703,Henry Pearlman,4,1
Q74128,Alfred Flechtheim,Q76157871,Helen Georgiana St. John-Mildmay,5,0
Q74128,Alfred Flechtheim,Q21526824,Head of Christ,3,1
Q160236,Metropolitan Museum of Art,Q19912793,Head of a Man,3,1
Q74128,Alfred Flechtheim,Q58328672,Harry G. Sperling,2,1
Q74128,Alfred Flechtheim,Q670075,Hans Heinrich Thyssen-Bornemisza,5,1
Q160236,Metropolitan Museum of Art,Q17249501,Gustave Manet,4,0
Q160236,Metropolitan Museum of Art,Q540752,Grigory Orlov,4,0
Q160236,Metropolitan Museum of Art,Q3776769,Grigory Orlov,5,0
Q160236,Metropolitan Museum of Art,Q75329998,Grigory Milashevich,5,0
Q160236,Metropolitan Museum of Art,Q3116663,Grigori Alexandrovitch Stroganov,4,0
Q156426,Alexej von Jawlensky,Q28927781,Great Women Masters of Art,2,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q28927781,Great Women Masters of Art,5,0
Q74128,Alfred Flechtheim,Q28927781,Great Women Masters of Art,4,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q17378135,Great Soviet Encyclopedia (1969–1978),5,0
Q160236,Metropolitan Museum of Art,Q17378135,Great Soviet Encyclopedia (1969–1978),3,0
Q214867,National Gallery of Art,Q17378135,Great Soviet Encyclopedia (1969–1978),4,0
Q156426,Alexej von Jawlensky,Q20078554,Great Soviet Encyclopedia (1926–1947),5,0
Q867510,Cypresses,Q20078554,Great Soviet Encyclopedia (1926–1947),4,0
Q104530765,Hugo Nathan,Q20078554,Great Soviet Encyclopedia (1926–1947),5,0
Q324935,Ferenc Hatvany,Q20078554,Great Soviet Encyclopedia (1926–1947),4,0
Q160236,Metropolitan Museum of Art,Q20078554,Great Soviet Encyclopedia (1926–1947),3,0
Q214867,National Gallery of Art,Q20078554,Great Soviet Encyclopedia (1926–1947),3,0
Q74128,Alfred Flechtheim,Q20078554,Great Soviet Encyclopedia (1926–1947),5,0
Q21948567,Sunflowers,Q4091875,,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q4091875,,5,0
Q160236,Metropolitan Museum of Art,Q4091875,,3,0
Q1634926,Hugo Cassirer,Q627325,graphic designer,5,0
Q867510,Cypresses,Q627325,graphic designer,5,0
Q160236,Metropolitan Museum of Art,Q627325,graphic designer,4,0
Q5147536,Josef Feinhals,Q627325,graphic designer,2,0
Q1634926,Hugo Cassirer,Q1925963,graphic artist,5,0
Q867510,Cypresses,Q1925963,graphic artist,4,0
Q104530765,Hugo Nathan,Q1925963,graphic artist,5,0
Q21948567,Sunflowers,Q1925963,graphic artist,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q1925963,graphic artist,5,0
Q29441758,Margarete Mauthner,Q1925963,graphic artist,5,0
Q160236,Metropolitan Museum of Art,Q1925963,graphic artist,3,0
Q74128,Alfred Flechtheim,Q1925963,graphic artist,4,0
Q160236,Metropolitan Museum of Art,Q1090291,"Granville Leveson-Gower, 1st Marquess of Stafford",5,0
Q160236,Metropolitan Museum of Art,Q240282,Grand Princess Vera Constantinovna of Russia,4,0
Q160236,Metropolitan Museum of Art,Q1188421,Grand Duke Vyacheslav Constantinovich of Russia,4,0
Q160236,Metropolitan Museum of Art,Q312819,Grand Duke Vladimir Alexandrovich of Russia,4,0
Q160236,Metropolitan Museum of Art,Q428256,Grand Duke Sergei Mikhailovich of Russia,4,0
Q160236,Metropolitan Museum of Art,Q248900,Grand Duke Sergei Alexandrovich of Russia,4,0
Q160236,Metropolitan Museum of Art,Q446676,Grand Duke Peter Nikolaevich of Russia,4,0
Q160236,Metropolitan Museum of Art,Q372964,Grand Duke Paul Alexandrovich of Russia,4,0
Q160236,Metropolitan Museum of Art,Q163863,Grand Duke Nicholas Nikolaevich of Russia,3,0
Q160236,Metropolitan Museum of Art,Q160869,Grand Duke Nicholas Nikolaevich of Russia,4,0
Q160236,Metropolitan Museum of Art,Q535400,Grand Duke Nicholas Mikhailovich of Russia,4,0
Q160236,Metropolitan Museum of Art,Q706075,Grand Duke Nicholas Constantinovich of Russia,4,0
Q160236,Metropolitan Museum of Art,Q371731,Grand Duke Michael Pavlovich of Russia,4,0
Q160236,Metropolitan Museum of Art,Q161199,Grand Duke Michael Nikolaevich of Russia,3,0
Q160236,Metropolitan Museum of Art,Q628679,Grand Duke Michael Mikhailovich of Russia,4,0
Q160236,Metropolitan Museum of Art,Q154444,Grand Duke Michael Alexandrovich of Russia,5,0
Q160236,Metropolitan Museum of Art,Q161106,Grand Duke Konstantin Pavlovich of Russia,4,0
Q160236,Metropolitan Museum of Art,Q446724,Grand Duke Konstantin Nikolayevich of Russia,3,0
Q160236,Metropolitan Museum of Art,Q313832,Grand Duke Konstantin Konstantinovich of Russia,4,0
Q160236,Metropolitan Museum of Art,Q160948,Grand Duke Kirill Vladimirovich of Russia,5,0
Q160236,Metropolitan Museum of Art,Q524451,Grand Duke George Mikhailovich of Russia,4,0
Q160236,Metropolitan Museum of Art,Q170293,Grand Duke George Alexandrovich of Russia,5,0
Q160236,Metropolitan Museum of Art,Q57930,"Grand Duke Friedrich Franz IV, Grand Duke of Mecklenburg-Schwerin",5,0
Q160236,Metropolitan Museum of Art,Q372954,Grand Duke Dmitri Pavlovich of Russia,5,0
Q160236,Metropolitan Museum of Art,Q27606,Grand Duke Dimitri Constantinovich of Russia,4,0
Q160236,Metropolitan Museum of Art,Q373048,Grand Duke Boris Vladimirovich of Russia,5,0
Q160236,Metropolitan Museum of Art,Q502763,Grand Duke Andrei Vladimirovich of Russia,5,0
Q160236,Metropolitan Museum of Art,Q621088,Grand Duke Alexei Mikhailovich of Russia,4,0
Q160236,Metropolitan Museum of Art,Q315726,Grand Duke Alexei Alexandrovich of Russia,4,0
Q160236,Metropolitan Museum of Art,Q2834124,Grand Duke Alexander Vladimirovich of Russia,5,0
Q160236,Metropolitan Museum of Art,Q464626,Grand Duke Alexander Mikhailovich of Russia,4,0
Q160236,Metropolitan Museum of Art,Q619068,Grand Duke Alexander Alexandrovich of Russia,5,0
Q160236,Metropolitan Museum of Art,Q165113,Grand Duchess Xenia Alexandrovna of Russia,5,0
Q160236,Metropolitan Museum of Art,Q3350444,Grand Duchess Olga Pavlovna of Russia,4,0
Q160236,Metropolitan Museum of Art,Q166198,Grand Duchess Maria Pavlovna of Russia,4,0
Q160236,Metropolitan Museum of Art,Q235438,Grand Duchess Maria Pavlovna of Russia,5,0
Q160236,Metropolitan Museum of Art,Q234052,Grand Duchess Maria Nikolaevna of Russia,3,0
Q160236,Metropolitan Museum of Art,Q2464532,Grand Duchess Maria Mikhailovna of Russia,5,0
Q160236,Metropolitan Museum of Art,Q158154,Grand Duchess Maria Alexandrovna of Russia,4,0
Q160236,Metropolitan Museum of Art,Q11768687,Grand Duchess Maria Alexandrovna of Russia,5,0
Q160236,Metropolitan Museum of Art,Q5594505,Grand Duchess Elizabeth Nikolaevna of Russia,3,0
Q160236,Metropolitan Museum of Art,Q260550,Grand Duchess Elizabeth Mikhailovna of Russia,5,0
Q160236,Metropolitan Museum of Art,Q5594502,Grand Duchess Elizabeth Alexandrovna of Russia,5,0
Q160236,Metropolitan Museum of Art,Q232483,Grand Duchess Elena Vladimirovna of Russia,5,0
Q160236,Metropolitan Museum of Art,Q234442,Grand Duchess Elena Pavlovna of Russia,4,0
Q160236,Metropolitan Museum of Art,Q166768,Grand Duchess Catherine Mikhailovna of Russia,5,0
Q160236,Metropolitan Museum of Art,Q232159,Grand Duchess Anastasia Mikhailovna of Russia,4,0
Q160236,Metropolitan Museum of Art,Q233471,Grand Duchess Alexandra Pavlovna of Russia,4,0
Q160236,Metropolitan Museum of Art,Q238478,Grand Duchess Alexandra Nikolaevna of Russia,3,0
Q160236,Metropolitan Museum of Art,Q41450421,Grand Duchess Alexandra Mikhailovna of Russia,5,0
Q160236,Metropolitan Museum of Art,Q232728,Grand Duchess Alexandra Georgievna of Russia,5,0
Q160236,Metropolitan Museum of Art,Q620933,Grand Duchess Alexandra Alexandrovna of Russia,4,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q4532138,Granat Encyclopedic Dictionary,3,0
Q160236,Metropolitan Museum of Art,Q28989,graf,5,0
Q867510,Cypresses,Q17277888,Gottlieb Friedrich Reber,5,1
Q160236,Metropolitan Museum of Art,Q17277888,Gottlieb Friedrich Reber,5,1
Q214867,National Gallery of Art,Q17277888,Gottlieb Friedrich Reber,4,1
Q160236,Metropolitan Museum of Art,Q44192051,Gottfried zu Oettingen-Oettingen,5,1
Q104530765,Hugo Nathan,Q47035126,Gottfried Tanner,5,1
Q160236,Metropolitan Museum of Art,Q47035126,Gottfried Tanner,4,1
Q1634926,Hugo Cassirer,Q97753,Gottfried Bermann,4,1
Q17277888,Gottlieb Friedrich Reber,Q97753,Gottfried Bermann,5,1
Q160236,Metropolitan Museum of Art,Q97753,Gottfried Bermann,4,1
Q104530765,Hugo Nathan,Q298877,Giuliano de' Medici,5,0
Q160236,Metropolitan Museum of Art,Q298877,Giuliano de' Medici,5,0
Q1634926,Hugo Cassirer,Q40023372,Gisela Fischer,4,1
Q17277888,Gottlieb Friedrich Reber,Q40023372,Gisela Fischer,5,1
Q160236,Metropolitan Museum of Art,Q40023372,Gisela Fischer,4,1
Q104530765,Hugo Nathan,Q5550990,Germain Seligman,5,1
Q867510,Cypresses,Q215626,Georges Wildenstein,4,1
Q104530765,Hugo Nathan,Q215626,Georges Wildenstein,3,1
Q29441758,Margarete Mauthner,Q215626,Georges Wildenstein,5,1
Q160236,Metropolitan Museum of Art,Q215626,Georges Wildenstein,3,1
Q160236,Metropolitan Museum of Art,Q44139,Georges Petit,2,1
Q160236,Metropolitan Museum of Art,Q18699918,Georges Brauer,2,0
Q160236,Metropolitan Museum of Art,Q70189,"George William, Count Palatine of Zweibrücken-Birkenfeld",5,0
Q160236,Metropolitan Museum of Art,Q4210134,George Washington Cullum,5,0
Q160236,Metropolitan Museum of Art,Q47414451,George Washington,5,0
Q160236,Metropolitan Museum of Art,Q334145,"George Sutherland-Leveson-Gower, 2nd Duke of Sutherland",5,0
Q160236,Metropolitan Museum of Art,Q102421082,George Sullivan Bowdoin,5,0
Q160236,Metropolitan Museum of Art,Q5544847,"George Stewart, 8th Earl of Galloway",5,0
Q160236,Metropolitan Museum of Art,Q336025,"George Spencer-Churchill, 8th Duke of Marlborough",3,0
Q160236,Metropolitan Museum of Art,Q333601,"George Spencer-Churchill, 6th Duke of Marlborough",3,0
Q160236,Metropolitan Museum of Art,Q333347,"George Spencer-Churchill, 5th Duke of Marlborough",4,0
Q160236,Metropolitan Museum of Art,Q335825,"George Spencer, 4th Duke of Marlborough",5,0
Q17277888,Gottlieb Friedrich Reber,Q16947320,geopolitician,5,0
Q17277888,Gottlieb Friedrich Reber,Q901402,geographer,5,0
Q160236,Metropolitan Museum of Art,Q901402,geographer,5,0
Q1634926,Hugo Cassirer,Q80317,Garçon à la pipe,5,1
Q867510,Cypresses,Q80317,Garçon à la pipe,5,1
Q160236,Metropolitan Museum of Art,Q80317,Garçon à la pipe,3,1
Q1634926,Hugo Cassirer,Q20771242,gallerist,5,1
Q104530765,Hugo Nathan,Q20771242,gallerist,5,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q20771242,gallerist,4,1
Q29441758,Margarete Mauthner,Q20771242,gallerist,5,1
Q55680361,Oskar Reichel,Q20771242,gallerist,4,1
Q160236,Metropolitan Museum of Art,Q20771242,gallerist,3,1
Q214867,National Gallery of Art,Q20771242,gallerist,5,1
Q74128,Alfred Flechtheim,Q20771242,gallerist,3,1
Q160236,Metropolitan Museum of Art,Q47035109,Galerie Tanner,5,1
Q17277888,Gottlieb Friedrich Reber,Q27431468,Galerie St. Etienne,4,1
Q74128,Alfred Flechtheim,Q27431468,Galerie St. Etienne,4,1
Q55680361,Oskar Reichel,Q1491880,Galerie Nierendorf,4,1
Q867510,Cypresses,Q78161758,Galerie Nathan,5,1
Q867510,Cypresses,Q64216457,Galerie Jacques Dubourg,5,1
Q160236,Metropolitan Museum of Art,Q64216457,Galerie Jacques Dubourg,5,1
Q1634926,Hugo Cassirer,Q47001605,Galerie Fischer,5,1
Q867510,Cypresses,Q47001605,Galerie Fischer,3,1
Q104530765,Hugo Nathan,Q47001605,Galerie Fischer,4,1
Q160236,Metropolitan Museum of Art,Q47001605,Galerie Fischer,4,1
Q26221201,Two Diggers among Trees,Q47001605,Galerie Fischer,5,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q15305978,galerie Durand-Ruel,3,1
Q74128,Alfred Flechtheim,Q15305978,galerie Durand-Ruel,4,1
Q160236,Metropolitan Museum of Art,Q3094593,Galerie Charpentier,2,1
Q867510,Cypresses,Q50990573,Galerie Cailleux,5,1
Q104530765,Hugo Nathan,Q50990573,Galerie Cailleux,4,1
Q160236,Metropolitan Museum of Art,Q50990573,Galerie Cailleux,4,1
Q26221201,Two Diggers among Trees,Q50990573,Galerie Cailleux,5,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q61446519,Gabrielle Bentinck-Thyssen,5,1
Q74128,Alfred Flechtheim,Q61446519,Gabrielle Bentinck-Thyssen,4,1
Q17277888,Gottlieb Friedrich Reber,Q21078532,G. David Thompson,4,1
Q55680361,Oskar Reichel,Q21078532,G. David Thompson,4,1
Q74128,Alfred Flechtheim,Q21078532,G. David Thompson,4,1
Q867510,Cypresses,Q11455387,furniture designer,5,0
Q5147536,Josef Feinhals,Q11455387,furniture designer,2,0
Q867510,Cypresses,Q475667,Führermuseum,5,1
Q867510,Cypresses,Q1418856,Fritz Nathan,5,1
Q160236,Metropolitan Museum of Art,Q1418856,Fritz Nathan,4,1
Q1634926,Hugo Cassirer,Q19502360,Fritz Meyer-Fierz,5,1
Q867510,Cypresses,Q19502360,Fritz Meyer-Fierz,1,1
Q104530765,Hugo Nathan,Q19502360,Fritz Meyer-Fierz,4,1
Q21948567,Sunflowers,Q19502360,Fritz Meyer-Fierz,4,1
